,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,actor1_con,actor2_con,actor3_con,director_con,genre__con
1327,Asmaan Se Ooncha,1989.0,131.11078355314197,"Action, Drama, Family",4.8,55.0,Mehul Kumar,Jeetendra,Raj Babbar,Anita Raj,5.3,5.5,4.9,5.2,5.5
1330,Asra,1941.0,131.11078355314197,Comedy,6.2,2029.1238422863191,Chimankant Gandhi,Lalit J. Mehta,Sardar Akhtar,Amar,6.2,6.2,6.6,6.2,5.9
1332,Assignment Bombay,1978.0,131.11078355314197,Action,6.2,2029.1238422863191,Deepak Bahry,Helen,Jagdeep,Asha Sachdev,6.2,5.8,6.1,5.0,5.7
1334,Astik,1956.0,131.11078355314197,Drama,6.2,2029.1238422863191,Shahu Modak,Meenaxi,B.M. Vyas,Praveen Paul,6.2,6.2,6.2,6.2,6.3
1335,Astitva,2000.0,109.0,Drama,7.3,645.0,Mahesh Manjrekar,Tabu,Sachin Khedekar,Mohnish Bahl,5.7,6.4,5.5,5.9,6.3
1336,Astounding Courage in Distress,2020.0,102.0,Family,7.3,33.0,Priyanka Singh,Mansinghms,Indu Prasad,Man Singh,7.3,7.3,7.3,7.3,6.1
1337,Aswamedham,1992.0,131.11078355314197,"Action, Drama",6.8,65.0,K. Raghavendra Rao,Nandamuri Balakrishna,Sobhan Babu,Amrish Puri,6.0,6.8,5.8,5.7,5.6
1339,At the Crossroads Nondon Bagchi Life and Living,2013.0,70.0,"Documentary, Biography, Music",6.2,2029.1238422863191,Sarmistha Maiti,Rajdeep Paul,Nondon Bagchi,Anjan Dutt,6.2,6.2,6.2,6.2,6.2
1340,Ata Pata Lapatta,2012.0,120.0,"Comedy, Musical",5.4,86.0,Rajpal Yadav,Asrani,Amit Behl,Lankesh Bhardwaj,5.4,5.4,5.4,5.4,5.4
1341,Atal Faisla,2018.0,127.0,Drama,8.8,5.0,Abdul Sattar,Sahil Akhtar,Himayat Ali,Aman Jain,6.8,7.5,8.8,8.8,6.3
1342,Ateet,2020.0,120.0,Thriller,4.3,204.0,Tanuj Bhramar,Rajeev Khandelwal,Priyamani,Sanjay Suri,5.9,5.1,5.4,5.3,5.9
1343,Athbhutha Dweepu,2005.0,127.0,"Action, Adventure, Comedy",5.4,278.0,Vinayan,Ajaykumar,Prithviraj Sukumaran,Mallika Kapoor,5.4,4.9,5.4,3.9,5.6
1344,Atheetha,2011.0,131.11078355314197,Drama,6.2,2029.1238422863191,Ravi Poojar,Mohan Juneja,Priyanka,Rajesh,6.2,6.2,6.2,6.2,6.3
1345,Athidhi,2007.0,300.0,Action,5.6,1807.0,Surender Reddy,Mahesh Babu,Amrita Rao,Ajay,6.4,5.4,5.6,5.6,5.7
1347,Atishbaz,1990.0,165.0,"Crime, Drama",2.9,36.0,Mukhtar Ahmed,Shatrughan Sinha,Anita Raj,Aditya Pancholi,5.4,5.2,4.6,2.9,6.2
1348,Atithee,1978.0,138.0,"Drama, Romance",6.0,20.0,Aravind Sen,Shashi Kapoor,Shabana Azmi,Shatrughan Sinha,6.3,6.3,6.0,6.2,5.9
1349,Atithi Bhooto Bhava,2021.0,131.11078355314197,"Comedy, Drama, Romance",6.2,2029.1238422863191,Hardik Gajjar,Pratik Gandhi,Jackie Shroff,Sharmin Segal,6.2,5.1,6.2,6.2,5.8
1350,Atithi Kab Aoge Shhamshan,2020.0,135.0,Comedy,5.9,7.0,Vipin k Sethie,Manoj Bakshi,Vipin k Sethie,Avnish Pawar,6.4,5.9,5.9,5.9,5.9
1351,Atithi Tum Kab Jaoge?,2010.0,155.0,Comedy,6.4,5383.0,Ashwani Dhir,Ajay Devgn,Konkona Sen Sharma,Paresh Rawal,5.3,7.0,5.4,5.3,5.9
1352,Atkan Chatkan,2020.0,126.0,"Drama, Musical",8.2,1763.0,Shiv Hare,Lydian Nadhaswaram,Sachin Chaudhary,Tamanna Dipak,8.2,8.4,8.2,8.2,6.5
1353,Atlas,2021.0,131.11078355314197,Drama,6.2,2029.1238422863191,Vikas Kalpana Dwivedi,Narottam Ben,Singh Bhupesh,Devendra Singh Dev,6.2,6.5,6.2,6.2,6.3
1355,Atma Vishwas,1985.0,131.11078355314197,Drama,6.2,2029.1238422863191,Mandhar Shetty,Firoz Irani,Kiran Kumar,Shashi Ranjan,5.4,5.7,6.0,6.2,6.3
1356,Atmadaan,1989.0,131.11078355314197,Drama,6.2,2029.1238422863191,Rishi Sharma,Sadashiv Amrapurkar,Abhi Bhattacharya,Rameshwari,5.4,6.2,6.0,6.2,6.3
1357,Atmaram,1979.0,131.11078355314197,Family,5.0,6.0,Sohanlal Kanwar,Pran,Amjad Khan,Vinod Mehra,6.0,5.9,6.0,5.6,6.1
1358,Atrangi Re,2021.0,131.11078355314197,"Comedy, Drama, Romance",6.2,2029.1238422863191,Aanand L. Rai,Akshay Kumar,Dhanush,Sara Ali Khan,5.5,6.5,5.9,6.1,5.8
1360,Atrupt,2016.0,104.0,Thriller,6.2,2029.1238422863191,Himmat Vans,Neelam Bhanushali,Ayesha Qureshi,Mayra Awasthi,6.2,6.2,6.2,6.2,5.9
1361,Attack,2021.0,131.11078355314197,"Action, Thriller",6.2,2029.1238422863191,Lakshya Raj Anand,Rakul Preet Singh,John Abraham,Jacqueline Fernandez,6.2,5.7,5.5,6.2,5.6
1362,Attahaasa,2013.0,171.0,"Biography, Crime, Thriller",6.9,138.0,A.M.R. Ramesh,Kishore Kumar G.,Arjun Sarja,Raai Laxmi,6.9,5.5,6.9,6.9,6.6
1363,Attention,1946.0,131.11078355314197,Action,6.2,2029.1238422863191,M. Navewala,Benjamin,Yasmini,Malka,6.2,6.2,6.2,6.2,5.7
1365,Atyachaar,1978.0,131.11078355314197,Drama,6.2,2029.1238422863191,Akashdeep,Tom Alter,Chandrashekhar,Manik Choudhary,5.8,5.6,6.2,4.7,6.3
1367,August 2,2012.0,131.11078355314197,Thriller,4.2,9.0,Krishnan Pv,Joyita Das,Azad Rahul,Rehman Sameer,4.2,4.2,4.2,4.2,5.9
1368,Aulaad Ki Khatir,1990.0,131.11078355314197,Drama,6.2,2029.1238422863191,Kanwar Jagdish,Mohan Choti,Deep Dhillon,Kamal Kapoor,6.5,6.1,5.9,6.2,6.3
1369,Aulad,1987.0,131.11078355314197,Drama,5.9,117.0,Vijay Sadanah,Jeetendra,Jaya Prada,Sridevi,5.3,5.5,4.9,6.2,6.3
1370,Aulad,1968.0,142.0,"Comedy, Drama",5.3,25.0,Kundan Kumar,Jeetendra,Babita Kapoor,Mehmood,5.3,5.6,6.2,5.4,5.9
1371,Aulad,1954.0,139.0,"Drama, Family",6.2,2029.1238422863191,Mohan Segal,Arun,Usha Kiran,Lalita Kumari,6.2,6.6,6.2,6.4,6.2
1372,Aulad Ke Dushman,1993.0,152.0,Drama,3.8,36.0,Rajkumar Kohli,Vikas Anand,Harbans Darshan M. Arora,Raj Babbar,5.4,5.1,5.7,4.9,6.3
1373,Aulea-E-Islam,1979.0,131.11078355314197,Drama,6.2,2029.1238422863191,A. Shamsheer,Farida Jalal,Imtiaz Khan,Rajendranath Malhotra,6.6,6.2,6.5,6.1,6.3
1374,Aunty No. 1,1998.0,160.0,"Comedy, Drama, Romance",4.3,583.0,Kirti Kumar,Govinda,Raveena Tandon,Harish,4.8,5.1,5.3,5.1,5.8
1375,Aur Dhol Bajta Raha,1991.0,131.11078355314197,Drama,6.2,2029.1238422863191,Bijay Giri,Savita Bajaj,Sudhir Dalvi,Nanda,6.5,5.8,6.0,6.2,6.3
1376,Aur Ek Dharmatma,1991.0,131.11078355314197,Action,6.5,6.0,Kranthi Kumar,Nagarjuna Akkineni,J.D. Chakravarthi,Charu Haasan,6.0,5.8,5.9,6.4,5.7
1377,Aur Ek Prem Kahani,1996.0,131.11078355314197,Romance,7.0,32.0,Balu Mahendra,Sudhir Ahuja,Sushma Ahuja,Akshay Anand,7.0,7.0,5.6,7.7,5.9
1378,Aur Kaun?,1979.0,136.0,"Horror, Mystery, Thriller",6.0,24.0,Shyam Ramsay,Tulsi Ramsay,Sachin Pilgaonkar,Rajni Sharma,5.7,6.4,6.8,5.4,5.6
1379,Aur Pappu Pass Ho Gaya,2007.0,142.0,Comedy,4.2,36.0,S. Soni,Krishna Abhishek,Kashmira Shah,Jackie Shroff,5.3,4.6,5.3,4.2,5.9
1380,Aur Pyar Ho Gaya,1990.0,131.11078355314197,Romance,6.2,2029.1238422863191,Shashi Gajwani,Beena Banerjee,Susheel Gajwani,Daboo Malik,5.8,6.2,6.2,6.2,5.9
1381,Aurangzeb,2013.0,137.0,"Action, Drama, Thriller",6.5,3985.0,Atul Sabharwal,Arjun Kapoor,Sasha Aagha,Prithviraj Sukumaran,5.7,6.5,6.4,6.2,5.8
1383,Aurat,1940.0,154.0,Drama,7.2,30.0,Mehboob Khan,Surendra,Sardar Akhtar,Lala Yaqoob,6.6,6.2,7.0,6.8,6.3
1384,Aurat,1953.0,131.11078355314197,"Action, Adventure, Drama",4.9,14.0,Bhagwan Das Varma,Bina Rai,Prem Nath,Purnima,6.2,5.9,6.1,5.8,5.8
1385,Aurat,1967.0,149.0,"Comedy, Drama",7.4,59.0,S.S. Balan,S.S. Vasan,Padmini,Pran,7.1,6.4,6.4,6.7,5.9
1386,Aurat Aur Inteqam,1998.0,134.0,Action,6.2,2029.1238422863191,Prasun Banerjee,Aashika,Dolly,Nisha,6.2,5.5,6.2,5.0,5.7
1388,Aurat Aur Patthar,1989.0,131.11078355314197,Drama,6.2,2029.1238422863191,Anil Kumar,Rakesh Bedi,Arun Govil,Satyendra Kapoor,5.7,6.3,5.7,6.3,6.3
1389,Aurat Aurat Aurat,1996.0,131.11078355314197,"Crime, Drama",5.5,10.0,K. Viswanath,Sadashiv Amrapurkar,Dilip Dhawan,Aruna Irani,5.4,6.4,5.7,6.1,6.2
1391,Aurat Ka Inteqam,1984.0,131.11078355314197,"Action, Drama",4.6,7.0,B.R. Ishara,Sudhir Dalvi,Mazhar Khan,Vinod Mehra,6.2,5.6,6.0,6.1,5.6
1395,Aurat Mange Insaaf,2000.0,131.11078355314197,Drama,6.2,2029.1238422863191,Bharti,Jankidas,Bharat Kapoor,Ravi Kumar,6.2,6.2,5.5,6.2,6.3
1397,Aurat Pair Ki Juti Nahin Hai,1985.0,131.11078355314197,Drama,6.2,2029.1238422863191,B.K. Adarsh,Marc Zuber,Deepti Naval,Gulshan Grover,6.4,6.8,5.4,5.8,6.3
1398,Aurat Teri Yehi Kahani,1954.0,131.11078355314197,"Drama, Family",6.2,2029.1238422863191,Chaturbhuj Doshi,Bharat Bhushan,Sulochana Latkar,Chandrashekhar,6.2,6.4,5.7,6.2,6.2
1399,Aurat Teri Yehi Kahani,1988.0,149.0,Drama,4.2,16.0,Mohanji Prasad,Shoma Anand,Vikas Anand,Raj Babbar,6.1,4.9,5.7,4.5,6.3
1401,Auroville 316,2001.0,131.11078355314197,Drama,6.2,2029.1238422863191,Shamin Desai,Dodo Bhujwala,Ash Chandler,Kelly Dorji,6.2,6.2,6.2,5.0,6.3
1402,Auto Driver,1998.0,119.0,Romance,4.8,44.0,Suresh Krishna,Nagarjuna Akkineni,Mahesh Anand,Babu Mohan,6.0,5.1,5.8,5.7,5.9
1404,Auto Romance in Mumbai,2018.0,167.0,Romance,6.2,2029.1238422863191,Shakti Shankar Jaju,Sidhaarth Jaaju,Mahi Sharma,Ayushi Tiwari,6.2,6.2,6.2,6.2,5.9
1405,Autohead,2016.0,97.0,"Crime, Drama",5.9,355.0,Rohit Mittal,Adamya,Sunny Banerjee,Ronjini Chakraborty,5.9,5.9,6.1,6.2,6.2
1406,Autumn,2010.0,96.0,Drama,6.4,223.0,Aamir Bashir,Mohammad Amir Naji,Shahnawaz Bhat,Shamim Basharat,6.4,6.4,6.4,6.4,6.3
1407,Auzaar,1997.0,127.0,"Action, Drama, Musical",4.5,976.0,Sohail Khan,Salman Khan,Sanjay Kapoor,Shilpa Shetty Kundra,5.3,4.6,5.0,4.9,5.6
1408,Avaidh Sambandh,1999.0,131.11078355314197,Thriller,6.2,2029.1238422863191,Bhaskar,Rajesh,Salma,Sarla,6.2,6.2,6.2,6.2,5.9
1409,Avalude Ravukal,1978.0,144.0,Drama,6.5,64.0,I.V. Sasi,Seema,Bahadur,Thoppil Bhasi,6.5,6.5,6.5,6.4,6.3
1410,Avam,1987.0,156.0,"Adventure, Mystery, Thriller",5.7,58.0,B.R. Chopra,Rajesh Khanna,Ashok Kumar,Smita Patil,6.4,6.4,6.4,6.9,6.4
1411,Avant Garde Pythagoras Sharma,2011.0,131.11078355314197,Drama,6.2,8.0,Ajay Singh,Chitrak Bandyopadhyay,Joy Fernandes,Benjamin Gilani,6.2,6.2,5.8,6.2,6.3
1412,Avantika,2020.0,105.0,"Comedy, Horror",6.2,2029.1238422863191,Ejaz Ahmed,Ejaz Ahmed,Ejaz Ahmed,Richa Bhatt,6.0,6.2,6.2,5.4,5.9
1413,Avgat,2001.0,131.11078355314197,"Action, Crime, Drama",4.1,9.0,Mohan Sharma,Ajinkya Deo,Nethra Raghuraman,Sayaji Shinde,5.7,5.6,5.0,4.5,5.7
1414,Avinash,1986.0,171.0,"Action, Crime, Drama",6.0,44.0,Umesh Mehra,Mithun Chakraborty,Poonam Dhillon,Bindiya Goswami,5.3,5.7,6.3,5.4,5.7
1415,Avsar,2017.0,70.0,"Drama, Romance",6.0,27.0,Mohit Goswami,Anuj Jain,Vikrant Verma,Apurva Chowdhary,6.0,6.0,6.0,6.0,5.9
1416,Avtaar,1983.0,150.0,Drama,7.2,571.0,Mohan Kumar,Rajesh Khanna,Shabana Azmi,Sujit Kumar,6.4,6.3,6.1,6.2,6.3
1417,Awaara,1951.0,193.0,"Drama, Musical, Romance",7.9,3813.0,Raj Kapoor,Raj Kapoor,Nargis,Prithviraj Kapoor,6.9,6.9,6.6,7.1,6.4
1418,Awaargi,1990.0,149.0,Drama,5.9,150.0,Mahesh Bhatt,Anil Kapoor,Meenakshi Sheshadri,Govinda,5.6,5.6,4.9,5.5,6.3
1419,Awaaz,1984.0,150.0,"Action, Drama, Romance",6.2,46.0,Shakti Samanta,Rajesh Khanna,Jaya Prada,Rakesh Roshan,6.4,5.5,6.3,6.6,5.3
1421,Awara Abdulla,1963.0,106.0,Adventure,6.2,2029.1238422863191,Tara Harish,Dara Singh,Chandrashekhar,Master Bhagwan,6.2,5.6,6.0,6.2,5.8
1422,Awara Baap,1985.0,131.11078355314197,"Drama, Family",4.9,76.0,Sohanlal Kanwar,Rajesh Khanna,Meenakshi Sheshadri,Rajan Sippy,6.4,5.6,5.6,5.6,6.2
1423,Awara Badal,1964.0,134.0,"Action, Adventure, Drama",5.1,17.0,B.R. Ishara,Ragini,Ajit,Indira,5.2,6.3,6.1,6.1,5.8
1424,Awara Ladki,1975.0,131.11078355314197,Drama,6.2,2029.1238422863191,B.J. Patel,Chandrashekhar,Rekha Chauhan,Gajanan Jagirdar,6.0,6.2,6.7,6.2,6.3
1425,Awara Ladki,1967.0,131.11078355314197,Romance,6.2,2029.1238422863191,Rajnikant,Sudesh Kumar,Sheila Ramani,Shammi,5.6,6.4,6.3,6.2,5.9
1426,Awara Paagal Deewana,2002.0,158.0,"Action, Comedy, Crime",6.2,7775.0,Vikram Bhatt,Akshay Kumar,Sunil Shetty,Aftab Shivdasani,5.5,5.0,4.7,4.8,5.4
1428,Awara Shehzadi,1956.0,131.11078355314197,Drama,6.2,2029.1238422863191,Daljeet,Habib,Malika,Sheila Ramani,6.1,6.3,6.4,6.2,6.3
1429,Awara Zindagi,1989.0,131.11078355314197,"Action, Drama",6.2,2029.1238422863191,A.A. Darpan,Raj Kiran,Saloni,Nilesh Malhotra,6.0,6.2,6.2,6.2,5.6
1430,Awaragardi,1990.0,131.11078355314197,Action,4.9,9.0,Swaroop Kumar,Aditya Pancholi,Kimi Katkar,Sahila Chaddha,5.8,5.0,5.2,4.8,5.7
1431,Awarapan,2007.0,126.0,"Action, Crime, Drama",7.3,6737.0,Mohit Suri,Emraan Hashmi,Mrinalini Sharma,Ashish Vidyarthi,5.4,5.4,6.3,6.1,5.7
1432,Awasaan,2020.0,101.0,Drama,8.7,21.0,Rajat Kumar Chaturvedi,Arjun Chakrabarty,Trishala Idnani,Sarvagya Jain,8.7,8.7,8.7,8.7,6.3
1433,Away,2013.0,87.0,"Adventure, Drama",6.2,2029.1238422863191,Kevin Schmutzler,Tobias Schmutzler,Tobias Schmutzler,Frederic Heidorn,6.2,6.2,6.2,6.2,5.9
1434,Awesome Mausam,2016.0,131.0,Romance,3.6,5.0,Yogesh Bharadwaj,Vaarssh Bhatnagar,Sunil Chaurasiyaa,Suhasini Mulay,3.6,3.6,5.4,5.5,5.9
1435,Axone,2019.0,104.0,"Comedy, Drama",7.0,1979.0,Nicholas Kharkongor,Sayani Gupta,Lin Laishram,Jimpa Bhutia,6.6,7.0,7.0,7.0,5.9
1436,Aya Sawan Jhoom Ke,1969.0,173.0,"Drama, Romance",6.2,104.0,Raghunath Jhalani,Asha Parekh,Dharmendra,Ravindra Kapoor,6.7,6.2,6.6,6.4,5.9
1437,Ayaash,1982.0,131.0,Romance,5.1,34.0,Shakti Samanta,Sanjeev Kumar,Rati Agnihotri,Arun Govil,6.4,5.5,5.9,6.6,5.9
1441,Aye Meri Bekhudi,1993.0,131.11078355314197,"Action, Comedy",6.2,2029.1238422863191,Chanchal Kumar,Anil Bakshi,Rakesh Bedi,Prem Chopra,6.2,5.4,6.2,6.2,5.4
1443,Ayee Milan Ki Bela,1964.0,146.0,"Drama, Romance",6.4,116.0,Mohan Kumar,Rajendra Kumar,Saira Banu,Dharmendra,6.4,6.4,5.3,6.2,5.9
1444,Ayee Milan Ki Raat,1991.0,152.0,Romance,6.2,40.0,K. Pappu,Avinash Wadhawan,Shaheen,Anupam Kher,4.8,6.2,5.6,5.4,5.9
1448,Ayudha Pooja,2000.0,137.0,"Action, Crime, Drama",5.5,27.0,Shivakumar,Nagesh,Roja,Arjun Sarja,5.5,6.5,5.3,5.5,5.7
1449,Ayurveda: Art of Being,2001.0,102.0,Documentary,7.6,432.0,Pan Nalin,Nicolos Kostopoulos,Vaidya Narayan Murthy,Brahmanand Swamigal,7.6,7.6,7.6,7.2,7.0
1452,Azaab,2016.0,75.0,Crime,6.2,2029.1238422863191,Ashu Bharti,Dinesh Jethani,Rahil Mansoori,Paramveer Singh,6.2,6.2,6.2,6.2,5.5
1453,Azaad,1955.0,163.0,"Action, Adventure, Comedy",7.2,136.0,Sriramulu Naidu S.M.,Dilip Kumar,Meena Kumari,Pran,7.0,6.5,6.4,7.2,5.6
1454,Azaad,1978.0,154.0,"Action, Comedy, Drama",7.2,82.0,Pramod Chakravorty,Dharmendra,Hema Malini,Prem Chopra,5.8,6.2,6.2,6.3,5.5
1455,Azaad Desh Ke Gulam,1990.0,153.0,"Action, Drama",5.0,52.0,S.A. Chandrashekhar,Rekha,Rishi Kapoor,Jackie Shroff,5.6,6.2,5.3,5.1,5.6
1456,Azaan... The Awakening Call,2010.0,131.11078355314197,Drama,6.2,2029.1238422863191,Rashid Damohi,Suraj Saxena,Raghuvir Yadav,Princy Gupta,6.2,6.4,6.2,6.2,6.3
1457,Azad,1940.0,140.0,Drama,7.1,11.0,N.R. Acharya,Leela Chitnis,Ashok Kumar,Hansa Wadkar,6.4,6.4,6.6,6.5,6.3
1461,Azad Mohabbat,1974.0,131.11078355314197,"Drama, Romance",5.0,6.0,Kaushalraj Batra,Yogeeta Bali,Iftekhar,Jagdeep,5.8,6.0,6.0,5.0,5.9
1467,Azhar,2016.0,130.0,"Biography, Drama, Sport",5.7,5328.0,Anthony D'Souza,Emraan Hashmi,Nargis Fakhri,Prachi Desai,5.4,6.6,5.0,4.8,6.7
1468,B & W the Black and White Fact,2012.0,131.11078355314197,Thriller,6.2,2029.1238422863191,Harbansh Laali,Sudha Chandran,Milind Gunaji,Adi Irani,6.3,5.4,5.8,6.2,5.9
1469,B for Bundelkhand,2017.0,117.0,Drama,8.8,5.0,Vishal Mourya,Bharat Chawla,Nemi Chandra Jha,Moumita Nandi,8.8,8.8,8.8,8.8,6.3
1472,B.A. Pass,2012.0,95.0,"Crime, Drama, Thriller",6.4,3702.0,Ajay Bahl,Shadab Kamal,Shilpa Shukla,Dibyendu Bhattacharya,5.8,5.8,5.3,7.2,6.1
1473,B.A. Pass 2,2017.0,125.0,Drama,2.1,419.0,Shadab Khan,Shadab Khan,Kritika Sachdeva,Satiiysh Saarathy Sasho,4.2,2.1,2.1,4.0,6.3
1474,B.A. Pass 3,2021.0,136.0,"Drama, Romance",8.3,1877.0,Narendra Singh,Sunny Sachdeva,Armaan Sandhu,Ankita Sahu,8.3,8.3,8.3,8.6,5.9
1476,Baa Baaa Black Sheep,2018.0,103.0,"Action, Comedy, Crime",6.4,446.0,Vishwas Paandya,Anupam Kher,Annu Kapoor,Manish Paul,5.5,5.9,6.4,6.4,5.4
1477,Baabarr,2009.0,180.0,"Action, Crime, Drama",5.1,302.0,Ashu Trikha,Mithun Chakraborty,Om Puri,Sohum Shah,5.3,5.6,6.7,4.7,5.7
1478,Baabul,2006.0,169.0,"Drama, Family, Romance",5.4,3157.0,Ravi Chopra,Amitabh Bachchan,Salman Khan,Hema Malini,6.1,5.3,6.1,6.1,6.0
1479,Baabul Ki Dua,2020.0,131.11078355314197,Comedy,6.2,2029.1238422863191,Aditya Singh,Sunil Saigal,Shlesha Shastry,Deeksha Welekar,6.2,6.2,6.2,6.2,5.9
1480,Baadal,1985.0,131.11078355314197,"Drama, Family",5.7,23.0,Anand Sagar,Shammi Kapoor,Mithun Chakraborty,Poonam Dhillon,6.7,5.3,6.0,5.2,6.2
1481,Baadbaan,1954.0,131.11078355314197,"Drama, Family",6.8,20.0,Phani Majumdar,Dev Anand,Meena Kumari,Ashok Kumar,6.8,6.5,6.1,6.6,6.2
1482,Baadshah,1999.0,175.0,"Action, Comedy, Crime",6.9,17279.0,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Shah Rukh Khan,Twinkle Khanna,5.8,6.4,6.4,5.8,5.4
1483,Baadshaho,2017.0,136.0,"Action, Adventure, Thriller",4.9,4454.0,Milan Luthria,Ajay Devgn,Ileana D'Cruz,Emraan Hashmi,5.3,5.7,5.5,5.8,5.5
1484,Baaghi,2000.0,156.0,"Action, Crime, Drama",4.2,208.0,Rajesh Ram Singh,Sanjay Dutt,Manisha Koirala,Aditya Pancholi,5.2,5.1,4.6,4.4,5.7
1485,Baaghi,2016.0,133.0,"Action, Romance, Thriller",5.2,7912.0,Sabir Khan,Shraddha Kapoor,Tiger Shroff,Sudheer Babu Posani,5.0,5.8,5.2,4.8,5.3
1487,Baaghi 2,2018.0,137.0,"Action, Thriller",4.8,9625.0,Ahmed Khan,Tiger Shroff,Disha Patani,Manoj Bajpayee,3.8,3.3,6.0,4.2,5.6
1488,Baaghi 3,2020.0,143.0,"Action, Comedy, Musical",2.1,10309.0,Ahmed Khan,Tiger Shroff,Riteish Deshmukh,Shraddha Kapoor,3.8,4.4,5.1,4.2,4.8
1490,Baaghi Aurat,2000.0,131.11078355314197,Drama,6.2,2029.1238422863191,Arjun,Rajni Chandra,Shashi Chawla,Mohan Joshi,6.2,6.2,5.5,6.2,6.3
1491,Baaghi Lutera,1975.0,131.11078355314197,Action,6.2,2029.1238422863191,Shivaji Ganesan,Jayalalitha J,Jayalatha,Padmini,6.6,6.2,6.5,6.2,5.7
1492,Baaghi Sultana,1993.0,131.11078355314197,"Action, Thriller",3.3,7.0,R. Thakur,Kirti Singh,Vijay Saxena,Vidyashree,3.8,3.3,4.8,5.2,5.6
1493,Baaghi: A Rebel for Love,1990.0,157.0,"Action, Drama, Romance",5.7,1390.0,Deepak S. Shivdasani,Salman Khan,Nagma,Shakti Kapoor,5.3,5.8,5.5,4.4,5.3
1494,Baaja,2001.0,79.0,Family,6.1,10.0,Apurba Kishore Bir,Ram Awana,Saroj Bhagwar,Roni Bhatt,6.1,6.1,6.1,5.9,6.1
1495,Baaki Itihaas,2017.0,127.0,Drama,7.3,16.0,Nikhil Mahajan,Zakir Hussain,Amruta Khanvilkar,Ravi Khanvilkar,6.8,5.2,6.9,7.2,6.3
1496,Baal Ki Khaal,2019.0,65.0,Comedy,7.0,20.0,Paresh Vinodray Savani,Samiksha Bhatnagar,Rishi Bhutani,Nilofar Gesawat,6.9,7.0,7.0,7.1,5.9
1497,Baal Mahabharat,1973.0,131.11078355314197,Drama,5.8,11.0,Kamalakara Kameshwara Rao,Anjali Devi,Dhulipala,Haranath,6.1,5.8,5.8,6.7,6.3
1498,Baali Umar Ko Salaam,1994.0,131.11078355314197,"Action, Comedy, Drama",4.2,26.0,Vasant R. Patel,Kamal Sadanah,Tisca Chopra,Sudha Chandran,4.8,5.4,4.8,4.2,5.5
1499,Baanjh,2018.0,72.0,Family,6.2,2029.1238422863191,Dinesh Chaudhary,Usha Devi,Rajender Kashyap,Uttar Kumar,6.2,6.2,6.2,6.2,6.1
1500,Baankelal,1972.0,131.11078355314197,Drama,6.2,2029.1238422863191,Ratan Kumar,Abhi Bhattacharya,Sulochana Chatterjee,Prithviraj Kapoor,6.6,5.8,6.6,6.2,6.3
1501,Baankey Ki Crazy Baraat,2015.0,138.0,Comedy,6.2,356.0,Aijaz Khan,Rajpal Yadav,Tia Bajpai,Rakesh Bedi,5.8,5.3,5.6,6.4,5.9
1502,Baap Bete,1959.0,131.11078355314197,"Drama, Family",6.2,2029.1238422863191,Raja Paranjpe,Ashok Kumar,Shyama,Chitra,6.4,6.1,6.2,6.2,6.2
1503,Baap Beti,1954.0,131.11078355314197,Drama,6.8,14.0,Bimal Roy,Sunalini Devi,Dolly,Nasir Hussain,6.5,5.5,6.6,7.2,6.3
1504,Baap ji,1996.0,136.0,Action,6.2,2029.1238422863191,D. Rajendra Babu,Aamani,Sihi Kahi Chandru,Pankaj Dheer,6.2,6.2,6.2,6.3,5.7
1505,Baap Ka Baap,2003.0,131.11078355314197,Thriller,5.0,8.0,Gajendra Ahire,Laxmikant Berde,Rajesh Deshmukh,Vrunda Gajendra,5.7,5.0,5.0,6.6,5.9
1506,Baap Numbri Beta Dus Numbri,1990.0,152.0,"Action, Comedy, Crime",6.0,303.0,Aziz Sejawal,Asrani,Gulshan Grover,Jamuna,5.4,5.7,6.3,4.9,5.4
1507,Baap Re Baap,1955.0,130.0,"Comedy, Drama, Family",6.4,28.0,Abdul Rashid Kardar,Kishore Kumar,Chand Usmani,Smriti Biswas,6.5,6.6,6.2,6.4,6.1
1509,Baar Baar Dekho,2016.0,141.0,"Action, Comedy, Drama",5.3,6423.0,Nitya Mehra,Sidharth Malhotra,Katrina Kaif,Sayani Gupta,5.8,5.8,5.3,5.3,5.5
1510,Baaraat Company,2017.0,124.0,"Comedy, Romance",6.2,179.0,Syed Ahmad Afzal,Sandeepa Dhar,Archana Gautam,Anurita Jha,6.0,6.2,6.2,6.4,5.8
1511,Baarish,1957.0,133.0,"Crime, Drama, Romance",7.2,37.0,Shankar Mukherjee,Dev Anand,Nutan,Anwar Hussain,6.8,6.5,6.7,6.9,6.2
1512,Baarish,1993.0,131.11078355314197,Drama,6.4,8.0,Narendra Grewal,Sadashiv Amrapurkar,Mohnish Bahl,Rakesh Bedi,5.4,5.8,5.6,6.4,6.3
1513,Baarish Aur Chowmein,2018.0,48.0,Drama,6.1,271.0,Tigmanshu Dhulia,Amit Sadh,Taapsee Pannu,Tariq Naved Siddiqui,6.7,6.8,6.1,6.4,6.3
1514,Baarood (The Fire) - A Love Story,2012.0,135.0,"Action, Crime, Drama",3.2,13.0,Jagdish Pandey,Sunil Shetty,Shilpa Shirodkar,Moon Moon Sen,4.6,4.5,4.9,3.2,5.7
